Id,Predicted
2120,non-neutral
2121,neutral
2122,non-neutral
2123,anger
2124,joy
2125,neutral
2126,neutral
2127,neutral
2128,neutral
2129,joy
2130,surprise
2131,non-neutral
2132,anger
2133,anger
2134,surprise
2135,anger
2136,neutral
2137,surprise
2138,surprise
2139,sadness
2140,surprise
2141,neutral
2142,neutral
2143,neutral
2144,neutral
2145,neutral
2146,neutral
2147,joy
2148,surprise
2149,neutral
2150,neutral
2151,neutral
2152,non-neutral
2153,surprise
2154,neutral
2155,joy
2156,neutral
2157,surprise
2158,neutral
2159,neutral
2160,anger
2161,neutral
2162,surprise
2163,surprise
2164,neutral
2165,neutral
2166,neutral
2167,neutral
2168,neutral
2169,neutral
2170,neutral
2171,neutral
2172,non-neutral
2173,surprise
2174,neutral
2175,neutral
2176,neutral
2177,neutral
2178,neutral
2179,neutral
2180,non-neutral
2181,neutral
2182,sadness
2183,neutral
2184,neutral
2185,neutral
2186,neutral
2187,surprise
2188,neutral
2189,non-neutral
2190,neutral
2191,non-neutral
2192,neutral
2193,neutral
2194,neutral
2195,neutral
2196,neutral
2197,surprise
2198,neutral
2199,non-neutral
2200,neutral
2201,neutral
2202,neutral
2203,surprise
2204,joy
2205,surprise
2206,surprise
2207,surprise
2208,joy
2209,neutral
2210,surprise
2211,neutral
2212,non-neutral
2213,anger
2214,surprise
2215,anger
2216,anger
2217,anger
2218,neutral
2219,joy
2220,non-neutral
2221,neutral
2222,joy
2223,joy
2224,joy
2225,neutral
2226,neutral
2227,neutral
2228,neutral
2229,neutral
2230,neutral
2231,neutral
2232,surprise
2233,neutral
2234,non-neutral
2235,neutral
2236,neutral
2237,neutral
2238,sadness
2239,neutral
2240,anger
2241,surprise
2242,non-neutral
2243,neutral
2244,neutral
2245,neutral
2246,neutral
2247,neutral
2248,surprise
2249,neutral
2250,neutral
2251,non-neutral
2252,joy
2253,non-neutral
2254,neutral
2255,neutral
2256,neutral
2257,neutral
2258,joy
2259,neutral
2260,neutral
2261,neutral
2262,neutral
2263,neutral
2264,anger
2265,neutral
2266,neutral
2267,surprise
2268,neutral
2269,neutral
2270,surprise
2271,neutral
2272,surprise
2273,neutral
2274,sadness
2275,neutral
2276,joy
2277,surprise
2278,neutral
2279,neutral
2280,neutral
2281,joy
2282,surprise
2283,non-neutral
2284,neutral
2285,neutral
2286,anger
2287,neutral
2288,non-neutral
2289,neutral
2290,neutral
2291,neutral
2292,neutral
2293,non-neutral
2294,joy
2295,joy
2296,joy
2297,joy
2298,anger
2299,neutral
2300,neutral
2301,neutral
2302,joy
2303,neutral
2304,neutral
2305,joy
2306,neutral
2307,neutral
2308,surprise
2309,neutral
2310,neutral
2311,neutral
2312,neutral
2313,sadness
2314,neutral
2315,anger
2316,neutral
2317,non-neutral
2318,neutral
2319,non-neutral
2320,neutral
2321,joy
2322,neutral
2323,surprise
2324,surprise
2325,surprise
2326,surprise
2327,anger
2328,joy
2329,joy
2330,neutral
2331,neutral
2332,neutral
2333,joy
2334,neutral
2335,surprise
2336,neutral
2337,joy
2338,joy
2339,non-neutral
2340,joy
2341,neutral
2342,neutral
2343,non-neutral
2344,surprise
2345,joy
2346,surprise
2347,neutral
2348,joy
2349,neutral
2350,surprise
2351,neutral
2352,neutral
2353,surprise
2354,neutral
2355,surprise
2356,neutral
2357,non-neutral
2358,neutral
2359,sadness
2360,neutral
2361,joy
2362,neutral
2363,surprise
2364,neutral
2365,surprise
2366,neutral
2367,non-neutral
2368,neutral
2369,non-neutral
2370,neutral
2371,neutral
2372,neutral
2373,neutral
2374,neutral
2375,neutral
2376,joy
2377,neutral
2378,neutral
2379,neutral
2380,neutral
2381,joy
2382,sadness
2383,neutral
2384,neutral
2385,neutral
2386,neutral
2387,neutral
2388,non-neutral
2389,neutral
2390,neutral
2391,neutral
2392,neutral
2393,neutral
2394,neutral
2395,neutral
2396,neutral
2397,non-neutral
2398,neutral
2399,anger
2400,neutral
2401,neutral
2402,non-neutral
2403,joy
2404,neutral
2405,non-neutral
2406,joy
2407,neutral
2408,neutral
2409,surprise
2410,joy
2411,neutral
2412,neutral
2413,neutral
2414,neutral
2415,surprise
2416,surprise
2417,neutral
2418,neutral
2419,neutral
2420,surprise
2421,neutral
2422,surprise
2423,neutral
2424,neutral
2425,neutral
2426,neutral
2427,neutral
2428,neutral
2429,anger
2430,non-neutral
2431,surprise
2432,neutral
2433,neutral
2434,non-neutral
2435,joy
2436,neutral
2437,joy
2438,neutral
2439,neutral
2440,surprise
2441,neutral
2442,neutral
2443,neutral
2444,non-neutral
2445,neutral
2446,neutral
2447,neutral
2448,neutral
2449,surprise
2450,sadness
2451,sadness
2452,sadness
2453,joy
2454,neutral
2455,neutral
2456,neutral
2457,non-neutral
2458,surprise
2459,neutral
2460,neutral
2461,neutral
2462,neutral
2463,neutral
2464,neutral
2465,surprise
2466,surprise
2467,neutral
2468,neutral
2469,neutral
2470,neutral
2471,neutral
2472,neutral
2473,neutral
2474,neutral
2475,non-neutral
2476,neutral
2477,neutral
2478,neutral
2479,neutral
2480,non-neutral
2481,surprise
2482,neutral
2483,joy
2484,neutral
2485,neutral
2486,neutral
2487,neutral
2488,neutral
2489,neutral
2490,neutral
2491,joy
2492,surprise
2493,neutral
2494,neutral
2495,neutral
2496,neutral
2497,joy
2498,neutral
2499,neutral
2500,neutral
2501,anger
2502,neutral
2503,joy
2504,surprise
2505,joy
2506,surprise
2507,neutral
2508,neutral
2509,non-neutral
2510,neutral
2511,neutral
2512,anger
2513,neutral
2514,neutral
2515,surprise
2516,disgust
2517,non-neutral
2518,non-neutral
2519,neutral
2520,surprise
2521,neutral
2522,joy
2523,neutral
2524,neutral
2525,neutral
2526,non-neutral
2527,surprise
2528,surprise
2529,sadness
2530,joy
2531,surprise
2532,neutral
2533,non-neutral
2534,surprise
2535,joy
2536,surprise
2537,joy
2538,joy
2539,neutral
2540,joy
2541,joy
2542,neutral
2543,neutral
2544,neutral
2545,neutral
2546,neutral
2547,neutral
2548,neutral
2549,joy
2550,non-neutral
2551,non-neutral
2552,neutral
2553,joy
2554,neutral
2555,joy
2556,neutral
2557,neutral
2558,non-neutral
2559,neutral
2560,neutral
2561,neutral
2562,surprise
2563,non-neutral
2564,joy
2565,neutral
2566,neutral
2567,surprise
2568,neutral
2569,non-neutral
2570,non-neutral
2571,sadness
2572,surprise
2573,non-neutral
2574,anger
2575,joy
2576,neutral
2577,neutral
2578,neutral
2579,joy
2580,neutral
2581,neutral
2582,neutral
2583,joy
2584,neutral
2585,neutral
2586,neutral
2587,non-neutral
2588,joy
2589,neutral
2590,joy
2591,neutral
2592,joy
2593,joy
2594,neutral
2595,neutral
2596,joy
2597,non-neutral
2598,surprise
2599,non-neutral
2600,neutral
2601,neutral
2602,neutral
2603,neutral
2604,neutral
2605,non-neutral
2606,non-neutral
2607,surprise
2608,surprise
2609,anger
2610,non-neutral
2611,sadness
2612,neutral
2613,non-neutral
2614,joy
2615,surprise
2616,joy
2617,neutral
2618,neutral
2619,neutral
2620,neutral
2621,neutral
2622,neutral
2623,non-neutral
2624,neutral
2625,neutral
2626,neutral
2627,neutral
2628,neutral
2629,neutral
2630,neutral
2631,neutral
2632,surprise
2633,neutral
2634,neutral
2635,joy
2636,neutral
2637,neutral
2638,sadness
2639,surprise
2640,joy
2641,joy
2642,surprise
2643,joy
2644,neutral
2645,joy
2646,joy
2647,joy
2648,neutral
2649,neutral
2650,non-neutral
2651,neutral
2652,anger
2653,non-neutral
2654,anger
2655,neutral
2656,neutral
2657,neutral
2658,non-neutral
2659,anger
2660,neutral
2661,anger
2662,non-neutral
2663,neutral
2664,neutral
2665,anger
2666,neutral
2667,neutral
2668,neutral
2669,neutral
2670,anger
2671,anger
2672,joy
2673,neutral
2674,surprise
2675,non-neutral
2676,neutral
2677,neutral
2678,surprise
2679,neutral
2680,non-neutral
2681,sadness
2682,neutral
2683,neutral
2684,anger
2685,non-neutral
2686,non-neutral
2687,non-neutral
2688,neutral
2689,neutral
2690,non-neutral
2691,neutral
2692,neutral
2693,neutral
2694,joy
2695,surprise
2696,neutral
2697,non-neutral
2698,neutral
2699,surprise
2700,non-neutral
2701,non-neutral
2702,anger
2703,neutral
2704,neutral
2705,anger
2706,neutral
2707,neutral
2708,neutral
2709,surprise
2710,surprise
2711,surprise
2712,anger
2713,neutral
2714,anger
2715,anger
2716,neutral
2717,neutral
2718,neutral
2719,neutral
2720,anger
2721,surprise
2722,sadness
2723,neutral
2724,neutral
2725,neutral
2726,neutral
2727,neutral
2728,neutral
2729,neutral
2730,neutral
2731,neutral
2732,neutral
2733,surprise
2734,joy
2735,surprise
2736,joy
2737,neutral
2738,neutral
2739,neutral
2740,neutral
2741,neutral
2742,neutral
2743,joy
2744,joy
2745,neutral
2746,neutral
2747,neutral
2748,joy
2749,neutral
2750,neutral
2751,neutral
2752,neutral
2753,surprise
2754,neutral
2755,neutral
2756,sadness
2757,neutral
2758,neutral
2759,neutral
2760,neutral
2761,non-neutral
2762,neutral
2763,neutral
2764,neutral
2765,neutral
2766,neutral
2767,joy
2768,joy
2769,non-neutral
2770,joy
2771,non-neutral
2772,joy
2773,neutral
2774,anger
2775,neutral
2776,non-neutral
2777,neutral
2778,joy
2779,sadness
2780,surprise
2781,surprise
2782,non-neutral
2783,neutral
2784,surprise
2785,neutral
2786,anger
2787,anger
2788,surprise
2789,neutral
2790,joy
2791,joy
2792,surprise
2793,joy
2794,neutral
2795,neutral
2796,neutral
2797,surprise
2798,neutral
2799,surprise
2800,non-neutral
2801,surprise
2802,joy
2803,neutral
2804,joy
2805,neutral
2806,neutral
2807,neutral
2808,surprise
2809,sadness
2810,joy
2811,surprise
2812,neutral
2813,joy
2814,neutral
2815,joy
2816,surprise
2817,neutral
2818,neutral
2819,surprise
2820,neutral
2821,surprise
2822,neutral
2823,anger
2824,neutral
2825,neutral
2826,neutral
2827,neutral
2828,surprise
2829,neutral
2830,neutral
2831,sadness
2832,non-neutral
2833,neutral
2834,neutral
2835,neutral
2836,neutral
2837,non-neutral
2838,non-neutral
2839,surprise
2840,joy
2841,neutral
2842,sadness
2843,surprise
2844,surprise
2845,neutral
2846,neutral
2847,neutral
2848,anger
2849,surprise
2850,surprise
2851,surprise
2852,joy
2853,non-neutral
2854,neutral
2855,joy
2856,neutral
2857,neutral
2858,joy
2859,neutral
2860,neutral
2861,neutral
2862,neutral
2863,neutral
2864,neutral
2865,neutral
2866,neutral
2867,neutral
2868,neutral
2869,neutral
2870,joy
2871,neutral
2872,anger
2873,anger
2874,neutral
2875,non-neutral
2876,joy
2877,neutral
2878,neutral
2879,neutral
2880,neutral
2881,neutral
2882,neutral
2883,neutral
2884,neutral
2885,neutral
2886,sadness
2887,joy
2888,sadness
2889,neutral
2890,neutral
2891,neutral
2892,joy
2893,joy
2894,surprise
2895,surprise
2896,surprise
2897,neutral
2898,anger
2899,joy
2900,neutral
2901,neutral
2902,non-neutral
2903,non-neutral
2904,anger
2905,neutral
2906,non-neutral
2907,neutral
2908,surprise
2909,anger
2910,surprise
2911,non-neutral
2912,neutral
2913,neutral
2914,surprise
2915,neutral
2916,neutral
2917,joy
2918,neutral
2919,neutral
2920,neutral
2921,non-neutral
2922,neutral
2923,surprise
2924,non-neutral
2925,neutral
2926,neutral
2927,surprise
2928,surprise
2929,non-neutral
2930,non-neutral
2931,joy
2932,neutral
2933,neutral
2934,neutral
2935,surprise
2936,neutral
2937,surprise
2938,anger
2939,joy
2940,neutral
2941,neutral
2942,neutral
2943,neutral
2944,neutral
2945,neutral
2946,neutral
2947,neutral
2948,neutral
2949,anger
2950,surprise
2951,surprise
2952,sadness
2953,joy
2954,joy
2955,surprise
2956,neutral
2957,neutral
2958,neutral
2959,neutral
2960,neutral
2961,neutral
2962,surprise
2963,neutral
2964,non-neutral
2965,anger
2966,surprise
2967,surprise
2968,surprise
2969,non-neutral
2970,non-neutral
2971,anger
2972,non-neutral
2973,joy
2974,neutral
2975,neutral
2976,neutral
2977,anger
2978,non-neutral
2979,joy
2980,neutral
2981,neutral
2982,neutral
2983,neutral
2984,neutral
2985,neutral
2986,joy
2987,neutral
2988,neutral
2989,surprise
2990,surprise
2991,neutral
2992,neutral
2993,joy
2994,non-neutral
2995,neutral
2996,neutral
2997,neutral
2998,neutral
2999,surprise
3000,neutral
3001,non-neutral
3002,surprise
3003,anger
3004,neutral
3005,neutral
3006,neutral
3007,neutral
3008,joy
3009,joy
3010,neutral
3011,surprise
3012,neutral
3013,neutral
3014,neutral
3015,non-neutral
3016,non-neutral
3017,anger
3018,neutral
3019,neutral
3020,surprise
3021,neutral
3022,neutral
3023,neutral
3024,neutral
3025,neutral
3026,neutral
3027,neutral
3028,neutral
3029,neutral
3030,neutral
3031,neutral
3032,neutral
3033,neutral
3034,joy
3035,neutral
3036,neutral
3037,neutral
3038,neutral
3039,surprise
3040,neutral
3041,neutral
3042,non-neutral
3043,neutral
3044,neutral
3045,neutral
3046,neutral
3047,neutral
3048,neutral
3049,non-neutral
3050,neutral
3051,neutral
3052,neutral
3053,non-neutral
3054,sadness
3055,non-neutral
3056,non-neutral
3057,joy
3058,joy
3059,surprise
3060,neutral
3061,neutral
3062,neutral
3063,neutral
3064,neutral
3065,joy
3066,neutral
3067,neutral
3068,non-neutral
3069,neutral
3070,neutral
3071,neutral
3072,neutral
3073,neutral
3074,neutral
3075,neutral
3076,neutral
3077,joy
3078,non-neutral
3079,joy
3080,neutral
3081,non-neutral
3082,neutral
3083,surprise
3084,neutral
3085,surprise
3086,neutral
3087,surprise
3088,surprise
3089,anger
3090,non-neutral
3091,neutral
3092,surprise
3093,neutral
3094,surprise
3095,joy
3096,neutral
3097,neutral
3098,joy
3099,neutral
3100,neutral
3101,surprise
3102,neutral
3103,neutral
3104,surprise
3105,neutral
3106,neutral
3107,non-neutral
3108,neutral
3109,surprise
3110,neutral
3111,neutral
3112,neutral
3113,neutral
3114,neutral
3115,neutral
3116,anger
3117,anger
3118,non-neutral
3119,anger
3120,non-neutral
3121,neutral
3122,anger
3123,joy
3124,neutral
3125,neutral
3126,non-neutral
3127,neutral
3128,neutral
3129,neutral
3130,surprise
3131,surprise
3132,neutral
3133,neutral
3134,neutral
3135,neutral
3136,joy
3137,neutral
3138,neutral
3139,neutral
3140,neutral
3141,neutral
3142,neutral
3143,surprise
3144,joy
3145,neutral
3146,joy
3147,neutral
3148,non-neutral
3149,neutral
3150,neutral
3151,neutral
3152,neutral
3153,non-neutral
3154,neutral
3155,surprise
3156,sadness
3157,surprise
3158,neutral
3159,neutral
3160,neutral
3161,surprise
3162,joy
3163,joy
3164,joy
3165,surprise
3166,neutral
3167,neutral
3168,sadness
3169,surprise
3170,neutral
3171,neutral
3172,neutral
3173,neutral
3174,neutral
3175,neutral
3176,neutral
3177,neutral
3178,neutral
3179,neutral
3180,neutral
3181,neutral
3182,sadness
3183,neutral
3184,surprise
3185,neutral
3186,neutral
3187,anger
3188,neutral
3189,non-neutral
3190,surprise
3191,neutral
3192,neutral
3193,non-neutral
3194,surprise
3195,neutral
3196,non-neutral
3197,neutral
3198,neutral
3199,neutral
3200,non-neutral
3201,neutral
3202,neutral
3203,joy
3204,joy
3205,surprise
3206,sadness
3207,neutral
3208,non-neutral
3209,neutral
3210,non-neutral
3211,surprise
3212,non-neutral
3213,sadness
3214,sadness
3215,neutral
3216,sadness
3217,neutral
3218,neutral
3219,neutral
3220,neutral
3221,neutral
3222,neutral
3223,surprise
3224,neutral
3225,non-neutral
3226,anger
3227,neutral
3228,neutral
3229,anger
3230,non-neutral
3231,joy
3232,sadness
3233,surprise
3234,neutral
3235,neutral
3236,neutral
3237,surprise
3238,neutral
3239,sadness
3240,neutral
3241,surprise
3242,neutral
3243,neutral
3244,neutral
3245,neutral
3246,neutral
3247,neutral
3248,neutral
3249,neutral
3250,neutral
3251,joy
3252,neutral
3253,neutral
3254,joy
3255,neutral
3256,neutral
3257,neutral
3258,neutral
3259,neutral
3260,neutral
3261,neutral
3262,neutral
3263,neutral
3264,non-neutral
3265,neutral
3266,neutral
3267,neutral
3268,surprise
3269,neutral
3270,neutral
3271,neutral
3272,neutral
3273,joy
3274,neutral
3275,neutral
3276,joy
3277,neutral
3278,neutral
3279,neutral
3280,anger
3281,neutral
3282,surprise
3283,surprise
3284,anger
3285,surprise
3286,non-neutral
3287,neutral
3288,non-neutral
3289,anger
3290,non-neutral
3291,neutral
3292,neutral
3293,non-neutral
3294,neutral
3295,joy
